Título original,Título alternativo,Orçamento,Bilheteria,Gêneros,URL,IMDB (ID),IMDB,Idioma original,Sinopse,Produção,País,Data de lançamento,Duração
Sound of Freedom,Som da Liberdade,15000000,238000000,"Action, Drama",https://www.soundoffreedommovie.com/,tt7599146,https://www.imdb.com/title/tt7599146/,en,"The story of Tim Ballard, a former US government agent, who quits his job in order to devote his life to rescuing children from global sex traffickers.",Santa Fe Films,United States of America,03/07/2023,131
